Mã Tài Sản,Tên Thiết Bị,Danh Mục,Model/Kích Thước,Số Serial/Mã Lô,Phòng Ban,Vị Trí,Người Quản Lý,Trạng Thái,Nguyên Giá (VNĐ),Ngày Mua,Ghi Chú
AST-00862,Pallet Nhựa Xanh Lót Sàn #862,Pallet Nhựa,1100x1100x120mm,SN-2026-22738,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 19,Hoàng Văn Thái,SPARE,336700,2026-01-23,Tài sản mẫu kiểm thử số 862
AST-00863,Pallet Nhựa 2 Mặt Tải Trọng Nặng #863,Pallet Nhựa,1200x1200x160mm,SN-2026-66899,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 79,Lê Vũ Tường,ACTIVE,604710,2026-01-24,Tài sản mẫu kiểm thử số 863
AST-00864,Máy Nén Khí Piston 15HP #864,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-97457,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 14,Trần Văn Nam,ACTIVE,35010110,2026-01-25,Tài sản mẫu kiểm thử số 864
AST-00865,Bộ Máy Hàn TIG Điện Tử 250A #865,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-81338,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 24,Hoàng Văn Thái,SPARE,12537630,2026-01-26,Tài sản mẫu kiểm thử số 865
AST-00866,Máy Nén Khí Piston 15HP #866,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-68666,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 53,Nguyễn Văn Hùng,ACTIVE,35023860,2026-01-27,Tài sản mẫu kiểm thử số 866
AST-00867,Pallet Gỗ Thông Xuất Khẩu Euro #867,Pallet Gỗ,1200x800x144mm,SN-2026-47054,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 41,Trần Văn Nam,LOANED,226180,2026-01-28,Tài sản mẫu kiểm thử số 867
AST-00868,Ghế Xoay Lưới Công Trình Ergonomic #868,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-57620,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 54,Nguyễn Thị Hoa,ACTIVE,1821720,2026-01-01,Tài sản mẫu kiểm thử số 868
AST-00869,Pallet Nhựa Đen 1200x1000mm #869,Pallet Nhựa,1200x1000x150mm,SN-2026-31356,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 31,Nguyễn Văn Hùng,ACTIVE,489750,2026-01-02,Tài sản mẫu kiểm thử số 869
AST-00870,Xe Nâng Điện Toyota 2.5 Tấn #870,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-44886,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 78,Nguyễn Thị Hoa,LOANED,420044920,2026-01-03,Tài sản mẫu kiểm thử số 870
AST-00871,Laptop Dell Latitude 5440 i7 #871,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-14991,DEPT-IT,Tầng 4 - Phòng IT - Ô 22,Lê Vũ Tường,LOANED,22528060,2026-01-04,Tài sản mẫu kiểm thử số 871
AST-00872,Ghế Xoay Lưới Công Trình Ergonomic #872,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-54447,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 4,Lê Vũ Tường,LOANED,1837530,2026-01-05,Tài sản mẫu kiểm thử số 872
AST-00873,Máy In Tem Nhãn QR Code Thermal #873,Thiết Bị IT,Xprinter XP-420B,SN-2026-57115,DEPT-IT,Tầng 4 - Phòng IT - Ô 69,Phạm Minh Đức,REPAIR,2816100,2026-01-06,Tài sản mẫu kiểm thử số 873
AST-00874,Ghế Xoay Lưới Công Trình Ergonomic #874,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-46062,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 51,Hoàng Văn Thái,ACTIVE,1869540,2026-01-07,Tài sản mẫu kiểm thử số 874
AST-00875,Màn Hình Dell UltraSharp 27 inch 4K #875,Thiết Bị IT,U2723QE,SN-2026-34551,DEPT-IT,Tầng 4 - Phòng IT - Ô 80,Trần Văn Nam,ACTIVE,12843090,2026-01-08,Tài sản mẫu kiểm thử số 875
AST-00876,Bộ Máy Hàn TIG Điện Tử 250A #876,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-56683,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 19,Nguyễn Văn Hùng,SPARE,12466950,2026-01-09,Tài sản mẫu kiểm thử số 876
AST-00877,Pallet Nhựa Đen 1200x1000mm #877,Pallet Nhựa,1200x1000x150mm,SN-2026-95131,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 70,Lê Vũ Tường,REPAIR,454380,2026-01-10,Tài sản mẫu kiểm thử số 877
AST-00878,Máy Điều Hòa Âm Trần Daikin 36000BTU #878,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-91879,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 79,Trần Văn Nam,ACTIVE,38023660,2026-01-11,Tài sản mẫu kiểm thử số 878
AST-00879,Ghế Xoay Lưới Công Trình Ergonomic #879,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-37837,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 23,Lê Vũ Tường,ACTIVE,1837060,2026-01-12,Tài sản mẫu kiểm thử số 879
AST-00880,Pallet Gỗ Thông Xuất Khẩu Euro #880,Pallet Gỗ,1200x800x144mm,SN-2026-82895,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 6,Phạm Thị Lan,ACTIVE,248120,2026-01-13,Tài sản mẫu kiểm thử số 880
AST-00881,Pallet Gỗ Thông Xuất Khẩu Euro #881,Pallet Gỗ,1200x800x144mm,SN-2026-80552,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 9,Trần Văn Nam,ACTIVE,242630,2026-01-14,Tài sản mẫu kiểm thử số 881
AST-00882,Máy Nén Khí Piston 15HP #882,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-67800,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 48,Nguyễn Văn Hùng,ACTIVE,34992490,2026-01-15,Tài sản mẫu kiểm thử số 882
AST-00883,Pallet Nhựa 2 Mặt Tải Trọng Nặng #883,Pallet Nhựa,1200x1200x160mm,SN-2026-23961,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 80,Nguyễn Văn Hùng,SPARE,606550,2026-01-16,Tài sản mẫu kiểm thử số 883
AST-00884,Xe Nâng Điện Toyota 2.5 Tấn #884,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-97723,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 84,Nguyễn Văn Hùng,ACTIVE,420006470,2026-01-17,Tài sản mẫu kiểm thử số 884
AST-00885,Pallet Nhựa 2 Mặt Tải Trọng Nặng #885,Pallet Nhựa,1200x1200x160mm,SN-2026-21681,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 94,Phạm Thị Lan,SPARE,609290,2026-01-18,Tài sản mẫu kiểm thử số 885
AST-00886,Xe Nâng Điện Toyota 2.5 Tấn #886,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-66261,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 31,Lê Vũ Tường,ACTIVE,420042670,2026-01-19,Tài sản mẫu kiểm thử số 886
AST-00887,Laptop Dell Latitude 5440 i7 #887,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-89467,DEPT-IT,Tầng 4 - Phòng IT - Ô 65,Phạm Minh Đức,LOANED,22527370,2026-01-20,Tài sản mẫu kiểm thử số 887
AST-00888,Laptop Dell Latitude 5440 i7 #888,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-94427,DEPT-IT,Tầng 4 - Phòng IT - Ô 94,Phạm Thị Lan,ACTIVE,22516550,2026-01-21,Tài sản mẫu kiểm thử số 888
AST-00889,Pallet Nhựa 2 Mặt Tải Trọng Nặng #889,Pallet Nhựa,1200x1200x160mm,SN-2026-75295,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 23,Nguyễn Văn Hùng,LOANED,589150,2026-01-22,Tài sản mẫu kiểm thử số 889
AST-00890,Pallet Gỗ Thông Xuất Khẩu Euro #890,Pallet Gỗ,1200x800x144mm,SN-2026-47343,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 62,Nguyễn Văn Hùng,LOANED,252850,2026-01-23,Tài sản mẫu kiểm thử số 890
AST-00891,Pallet Gỗ Thông Xuất Khẩu Euro #891,Pallet Gỗ,1200x800x144mm,SN-2026-41469,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 48,Lê Vũ Tường,ACTIVE,295750,2026-01-24,Tài sản mẫu kiểm thử số 891
AST-00892,Pallet Gỗ Thông Xuất Khẩu Euro #892,Pallet Gỗ,1200x800x144mm,SN-2026-88009,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 46,Nguyễn Văn Hùng,ACTIVE,297770,2026-01-25,Tài sản mẫu kiểm thử số 892
AST-00893,Bộ Máy Hàn TIG Điện Tử 250A #893,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-70817,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 24,Phạm Minh Đức,ACTIVE,12490580,2026-01-26,Tài sản mẫu kiểm thử số 893
AST-00894,Bộ Máy Hàn TIG Điện Tử 250A #894,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-39539,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 97,Nguyễn Văn Hùng,ACTIVE,12526330,2026-01-27,Tài sản mẫu kiểm thử số 894
AST-00895,Máy Điều Hòa Âm Trần Daikin 36000BTU #895,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-72903,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 80,Phạm Thị Lan,LOANED,37954910,2026-01-28,Tài sản mẫu kiểm thử số 895
AST-00896,Pallet Nhựa 2 Mặt Tải Trọng Nặng #896,Pallet Nhựa,1200x1200x160mm,SN-2026-98970,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 31,Phạm Minh Đức,ACTIVE,647520,2026-01-01,Tài sản mẫu kiểm thử số 896
AST-00897,Màn Hình Dell UltraSharp 27 inch 4K #897,Thiết Bị IT,U2723QE,SN-2026-99829,DEPT-IT,Tầng 4 - Phòng IT - Ô 48,Nguyễn Thị Hoa,REPAIR,12829750,2026-01-02,Tài sản mẫu kiểm thử số 897
AST-00898,Máy Nén Khí Piston 15HP #898,Máy Móc Nhà Máy,Pegasus T-15,SN-2026-86001,DEPT-FACTORY,Xưởng Cơ Khí A2 - Ô 72,Lê Vũ Tường,ACTIVE,35037310,2026-01-03,Tài sản mẫu kiểm thử số 898
AST-00899,Pallet Nhựa 2 Mặt Tải Trọng Nặng #899,Pallet Nhựa,1200x1200x160mm,SN-2026-69821,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 77,Phạm Thị Lan,LOANED,602370,2026-01-04,Tài sản mẫu kiểm thử số 899
AST-00900,Pallet Nhựa 2 Mặt Tải Trọng Nặng #900,Pallet Nhựa,1200x1200x160mm,SN-2026-37718,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 1,Trần Văn Nam,ACTIVE,654940,2026-01-05,Tài sản mẫu kiểm thử số 900
AST-00901,Máy In Tem Nhãn QR Code Thermal #901,Thiết Bị IT,Xprinter XP-420B,SN-2026-67864,DEPT-IT,Tầng 4 - Phòng IT - Ô 39,Nguyễn Thị Hoa,ACTIVE,2848050,2026-01-06,Tài sản mẫu kiểm thử số 901
AST-00902,Pallet Gỗ Thông Xuất Khẩu Euro #902,Pallet Gỗ,1200x800x144mm,SN-2026-85963,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 72,Lê Vũ Tường,ACTIVE,246200,2026-01-07,Tài sản mẫu kiểm thử số 902
AST-00903,Màn Hình Dell UltraSharp 27 inch 4K #903,Thiết Bị IT,U2723QE,SN-2026-49468,DEPT-IT,Tầng 4 - Phòng IT - Ô 70,Phạm Minh Đức,ACTIVE,12752090,2026-01-08,Tài sản mẫu kiểm thử số 903
AST-00904,Pallet Nhựa Xanh Lót Sàn #904,Pallet Nhựa,1100x1100x120mm,SN-2026-16943,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 80,Phạm Thị Lan,SPARE,363750,2026-01-09,Tài sản mẫu kiểm thử số 904
AST-00905,Pallet Gỗ Thông Xuất Khẩu Euro #905,Pallet Gỗ,1200x800x144mm,SN-2026-44050,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 4,Lê Vũ Tường,ACTIVE,242330,2026-01-10,Tài sản mẫu kiểm thử số 905
AST-00906,Laptop Dell Latitude 5440 i7 #906,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-62546,DEPT-IT,Tầng 4 - Phòng IT - Ô 59,Lê Vũ Tường,ACTIVE,22505720,2026-01-11,Tài sản mẫu kiểm thử số 906
AST-00907,Pallet Nhựa Đen 1200x1000mm #907,Pallet Nhựa,1200x1000x150mm,SN-2026-32697,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 66,Hoàng Văn Thái,SPARE,485630,2026-01-12,Tài sản mẫu kiểm thử số 907
AST-00908,Pallet Nhựa Đen 1200x1000mm #908,Pallet Nhựa,1200x1000x150mm,SN-2026-13696,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 23,Phạm Minh Đức,ACTIVE,404410,2026-01-13,Tài sản mẫu kiểm thử số 908
AST-00909,Pallet Nhựa 2 Mặt Tải Trọng Nặng #909,Pallet Nhựa,1200x1200x160mm,SN-2026-59867,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 92,Nguyễn Thị Hoa,LOANED,588640,2026-01-14,Tài sản mẫu kiểm thử số 909
AST-00910,Màn Hình Dell UltraSharp 27 inch 4K #910,Thiết Bị IT,U2723QE,SN-2026-46770,DEPT-IT,Tầng 4 - Phòng IT - Ô 10,Hoàng Văn Thái,ACTIVE,12767400,2026-01-15,Tài sản mẫu kiểm thử số 910
AST-00911,Ghế Xoay Lưới Công Trình Ergonomic #911,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-15390,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 73,Hoàng Văn Thái,ACTIVE,1840190,2026-01-16,Tài sản mẫu kiểm thử số 911
AST-00912,Máy In Tem Nhãn QR Code Thermal #912,Thiết Bị IT,Xprinter XP-420B,SN-2026-79278,DEPT-IT,Tầng 4 - Phòng IT - Ô 43,Nguyễn Thị Hoa,ACTIVE,2798550,2026-01-17,Tài sản mẫu kiểm thử số 912
AST-00913,Bộ Máy Hàn TIG Điện Tử 250A #913,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-12130,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 57,Nguyễn Thị Hoa,ACTIVE,12524430,2026-01-18,Tài sản mẫu kiểm thử số 913
AST-00914,Laptop Dell Latitude 5440 i7 #914,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-35593,DEPT-IT,Tầng 4 - Phòng IT - Ô 38,Nguyễn Thị Hoa,LOANED,22517740,2026-01-19,Tài sản mẫu kiểm thử số 914
AST-00915,Pallet Nhựa Đen 1200x1000mm #915,Pallet Nhựa,1200x1000x150mm,SN-2026-47585,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 48,Hoàng Văn Thái,ACTIVE,463210,2026-01-20,Tài sản mẫu kiểm thử số 915
AST-00916,Xe Nâng Điện Toyota 2.5 Tấn #916,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-54891,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 70,Phạm Minh Đức,ACTIVE,420010090,2026-01-21,Tài sản mẫu kiểm thử số 916
AST-00917,Laptop Dell Latitude 5440 i7 #917,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-67925,DEPT-IT,Tầng 4 - Phòng IT - Ô 93,Phạm Minh Đức,ACTIVE,22532490,2026-01-22,Tài sản mẫu kiểm thử số 917
AST-00918,Pallet Nhựa Đen 1200x1000mm #918,Pallet Nhựa,1200x1000x150mm,SN-2026-59741,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 81,Phạm Minh Đức,REPAIR,472830,2026-01-23,Tài sản mẫu kiểm thử số 918
AST-00919,Pallet Nhựa 2 Mặt Tải Trọng Nặng #919,Pallet Nhựa,1200x1200x160mm,SN-2026-71704,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 21,Trần Văn Nam,ACTIVE,618180,2026-01-24,Tài sản mẫu kiểm thử số 919
AST-00920,Laptop Dell Latitude 5440 i7 #920,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-56996,DEPT-IT,Tầng 4 - Phòng IT - Ô 48,Trần Văn Nam,ACTIVE,22517600,2026-01-25,Tài sản mẫu kiểm thử số 920
AST-00921,Máy Điều Hòa Âm Trần Daikin 36000BTU #921,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-95059,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 89,Lê Vũ Tường,ACTIVE,37971810,2026-01-26,Tài sản mẫu kiểm thử số 921
AST-00922,Laptop Dell Latitude 5440 i7 #922,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-63853,DEPT-IT,Tầng 4 - Phòng IT - Ô 88,Nguyễn Thị Hoa,ACTIVE,22469870,2026-01-27,Tài sản mẫu kiểm thử số 922
AST-00923,Pallet Nhựa Xanh Lót Sàn #923,Pallet Nhựa,1100x1100x120mm,SN-2026-80073,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy B - Ô 8,Phạm Minh Đức,ACTIVE,397960,2026-01-28,Tài sản mẫu kiểm thử số 923
AST-00924,Xe Nâng Điện Toyota 2.5 Tấn #924,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-53502,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 35,Nguyễn Thị Hoa,ACTIVE,420012920,2026-01-01,Tài sản mẫu kiểm thử số 924
AST-00925,Pallet Nhựa 2 Mặt Tải Trọng Nặng #925,Pallet Nhựa,1200x1200x160mm,SN-2026-42260,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 33,Phạm Thị Lan,ACTIVE,615190,2026-01-02,Tài sản mẫu kiểm thử số 925
AST-00926,Pallet Gỗ Thông Xuất Khẩu Euro #926,Pallet Gỗ,1200x800x144mm,SN-2026-35190,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 60,Nguyễn Văn Hùng,SPARE,205520,2026-01-03,Tài sản mẫu kiểm thử số 926
AST-00927,Pallet Nhựa Đen 1200x1000mm #927,Pallet Nhựa,1200x1000x150mm,SN-2026-66206,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 88,Nguyễn Thị Hoa,ACTIVE,491960,2026-01-04,Tài sản mẫu kiểm thử số 927
AST-00928,Pallet Gỗ Thông Xuất Khẩu Euro #928,Pallet Gỗ,1200x800x144mm,SN-2026-67075,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 19,Hoàng Văn Thái,ACTIVE,201970,2026-01-05,Tài sản mẫu kiểm thử số 928
AST-00929,Bộ Máy Hàn TIG Điện Tử 250A #929,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-14691,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 82,Lê Vũ Tường,ACTIVE,12486540,2026-01-06,Tài sản mẫu kiểm thử số 929
AST-00930,Pallet Nhựa 2 Mặt Tải Trọng Nặng #930,Pallet Nhựa,1200x1200x160mm,SN-2026-53889,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 24,Nguyễn Thị Hoa,LOANED,628940,2026-01-07,Tài sản mẫu kiểm thử số 930
AST-00931,Pallet Nhựa 2 Mặt Tải Trọng Nặng #931,Pallet Nhựa,1200x1200x160mm,SN-2026-13337,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 90,Nguyễn Văn Hùng,LOANED,599720,2026-01-08,Tài sản mẫu kiểm thử số 931
AST-00932,Pallet Gỗ Thông Xuất Khẩu Euro #932,Pallet Gỗ,1200x800x144mm,SN-2026-59112,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 50,Phạm Thị Lan,LOANED,283150,2026-01-09,Tài sản mẫu kiểm thử số 932
AST-00933,Pallet Nhựa Đen 1200x1000mm #933,Pallet Nhựa,1200x1000x150mm,SN-2026-10282,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 29,Phạm Minh Đức,ACTIVE,477480,2026-01-10,Tài sản mẫu kiểm thử số 933
AST-00934,Máy Điều Hòa Âm Trần Daikin 36000BTU #934,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-95894,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 5,Trần Văn Nam,REPAIR,38030710,2026-01-11,Tài sản mẫu kiểm thử số 934
AST-00935,Máy In Tem Nhãn QR Code Thermal #935,Thiết Bị IT,Xprinter XP-420B,SN-2026-76303,DEPT-IT,Tầng 4 - Phòng IT - Ô 33,Hoàng Văn Thái,REPAIR,2765740,2026-01-12,Tài sản mẫu kiểm thử số 935
AST-00936,Pallet Nhựa Đen 1200x1000mm #936,Pallet Nhựa,1200x1000x150mm,SN-2026-73173,DEPT-WAREHOUSE,Kho Vật Tư Tổng - Dãy A - Ô 56,Nguyễn Thị Hoa,ACTIVE,424940,2026-01-13,Tài sản mẫu kiểm thử số 936
AST-00937,Máy Điều Hòa Âm Trần Daikin 36000BTU #937,Thiết Bị Văn Phòng,FCNQ36MV1,SN-2026-91331,DEPT-OFFICE,Tầng 5 - Phòng Họp Lớn - Ô 50,Phạm Minh Đức,ACTIVE,38035850,2026-01-14,Tài sản mẫu kiểm thử số 937
AST-00938,Bộ Máy Hàn TIG Điện Tử 250A #938,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-99072,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 53,Trần Văn Nam,REPAIR,12474440,2026-01-15,Tài sản mẫu kiểm thử số 938
AST-00939,Pallet Nhựa 2 Mặt Tải Trọng Nặng #939,Pallet Nhựa,1200x1200x160mm,SN-2026-40117,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 43,Phạm Minh Đức,ACTIVE,640800,2026-01-16,Tài sản mẫu kiểm thử số 939
AST-00940,Laptop Dell Latitude 5440 i7 #940,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-26130,DEPT-IT,Tầng 4 - Phòng IT - Ô 88,Hoàng Văn Thái,LOANED,22489470,2026-01-17,Tài sản mẫu kiểm thử số 940
AST-00941,Xe Nâng Điện Toyota 2.5 Tấn #941,Máy Móc Nhà Máy,Toyota 8FBN25,SN-2026-37566,DEPT-FACTORY,Nhà Máy A1 - Cầu Cảng - Ô 21,Hoàng Văn Thái,ACTIVE,420046560,2026-01-18,Tài sản mẫu kiểm thử số 941
AST-00942,Ghế Xoay Lưới Công Trình Ergonomic #942,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-89197,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 66,Nguyễn Thị Hoa,ACTIVE,1802240,2026-01-19,Tài sản mẫu kiểm thử số 942
AST-00943,Ghế Xoay Lưới Công Trình Ergonomic #943,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-73659,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 22,Phạm Thị Lan,ACTIVE,1888340,2026-01-20,Tài sản mẫu kiểm thử số 943
AST-00944,Pallet Gỗ Thông Xuất Khẩu Euro #944,Pallet Gỗ,1200x800x144mm,SN-2026-72521,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 23,Hoàng Văn Thái,ACTIVE,230390,2026-01-21,Tài sản mẫu kiểm thử số 944
AST-00945,Máy In Tem Nhãn QR Code Thermal #945,Thiết Bị IT,Xprinter XP-420B,SN-2026-46168,DEPT-IT,Tầng 4 - Phòng IT - Ô 51,Hoàng Văn Thái,LOANED,2823280,2026-01-22,Tài sản mẫu kiểm thử số 945
AST-00946,Máy In Tem Nhãn QR Code Thermal #946,Thiết Bị IT,Xprinter XP-420B,SN-2026-80992,DEPT-IT,Tầng 4 - Phòng IT - Ô 74,Trần Văn Nam,REPAIR,2758030,2026-01-23,Tài sản mẫu kiểm thử số 946
AST-00947,Laptop Dell Latitude 5440 i7 #947,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-40109,DEPT-IT,Tầng 4 - Phòng IT - Ô 11,Lê Vũ Tường,ACTIVE,22529880,2026-01-24,Tài sản mẫu kiểm thử số 947
AST-00948,Pallet Gỗ Thông Xuất Khẩu Euro #948,Pallet Gỗ,1200x800x144mm,SN-2026-78337,DEPT-WAREHOUSE,Kho Xuất Hàng C - Ô 43,Nguyễn Văn Hùng,ACTIVE,200520,2026-01-25,Tài sản mẫu kiểm thử số 948
AST-00949,Màn Hình Dell UltraSharp 27 inch 4K #949,Thiết Bị IT,U2723QE,SN-2026-25848,DEPT-IT,Tầng 4 - Phòng IT - Ô 76,Phạm Minh Đức,ACTIVE,12817150,2026-01-26,Tài sản mẫu kiểm thử số 949
AST-00950,Ghế Xoay Lưới Công Trình Ergonomic #950,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-95260,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 96,Nguyễn Văn Hùng,LOANED,1899270,2026-01-27,Tài sản mẫu kiểm thử số 950
AST-00951,Pallet Nhựa 2 Mặt Tải Trọng Nặng #951,Pallet Nhựa,1200x1200x160mm,SN-2026-88182,DEPT-WAREHOUSE,Kho Hàng A1 - Kệ Heavy Duty - Ô 69,Hoàng Văn Thái,ACTIVE,579260,2026-01-28,Tài sản mẫu kiểm thử số 951
AST-00952,Ghế Xoay Lưới Công Trình Ergonomic #952,Thiết Bị Văn Phòng,Hòa Phát EG-01,SN-2026-29681,DEPT-OFFICE,Tầng 5 - Khối Văn Phòng - Ô 16,Nguyễn Văn Hùng,SPARE,1805490,2026-01-01,Tài sản mẫu kiểm thử số 952
AST-00953,Laptop Dell Latitude 5440 i7 #953,Thiết Bị IT,Core i7 16GB 512GB,SN-2026-25453,DEPT-IT,Tầng 4 - Phòng IT - Ô 45,Lê Vũ Tường,ACTIVE,22542210,2026-01-02,Tài sản mẫu kiểm thử số 953
AST-00954,Bộ Máy Hàn TIG Điện Tử 250A #954,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-43505,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 51,Phạm Thị Lan,ACTIVE,12516480,2026-01-03,Tài sản mẫu kiểm thử số 954
AST-00955,Bộ Máy Hàn TIG Điện Tử 250A #955,Dụng Cụ Công Nghiệp,Jasic TIG-250A,SN-2026-98267,DEPT-WAREHOUSE,Kho Dụng Cụ Kỹ Thuật - Ô 42,Lê Vũ Tường,REPAIR,12458000,2026-01-04,Tài sản mẫu kiểm thử số 955
